OBS	CONCEITO	Língua																											
	BONE	GUA	(	h	í				)					i	p	ɨ													
	BONE	RES												-aá	p	í													
	BONE	ACH	(	i	j				)					á	h	i													
	BONE	CAB	(	ʔ	i				)					a	p	i													
{Ramirez 2001}, {Payne} <-api>	BONE	CUR												-aa	p	i													
	BONE	PIA												-á	p	i													
	BONE	TAR	(	j					)					áa	p	i													
	BONE	YUC												-i	pʰ 	í	[	n	a	]									
	BONE	YAV									(	n	)	i	h	i	(	u		)									
	BOW	PROTO-MAIPURE							[	t	a	]	p	o															
	BOW	WAU	[	ɨ	i			]	[	t	a	]	p	i															
	BOW	BAU	[	-i				]	[	t	i	]	p	o-															
	BOW	IGN	[	i				]	[	ts	i	]	p	a	[	r	a	k	u	]									
	BOW	PIR							[	t		]	w		[	a				]									
	BOW	APU							[	t	a	]	p	o															
	BOW	MAC											p	ia	(	m	e			)									
	BOW	ASH											p	jaa-															
	BOW	GAR											-b	ɨ															
{Ramirez 2001}, {Payne} <(jawi)[tia]po(ti)>	BOW	CUR		dz	a	w	i			th	ia		p	o		t	i												
{Aikhenvald 2001}, {Payne} <(jawi)[tia]pu>	BOW	TAR		y	a	w	i			th	é		p	u															
	BREAST	PROTO-MAIPURE						t	e	n	ɨ																		
	BREAST	CHA						t	é	n	i																		
	BREAST	PAR	[	e	t	ó	]	t	o	n	e																		
	BREAST	WAU						s	i	ñ	a																		
	BREAST	TER						∫	ê	n	e-																		
	BREAST	BAU						-∫	o	n																			
	BREAST	IGN						-t∫	e	n																			
	BREAST	PIR						t		n	e																		
	BREAST	APU						-t	ɨ	n	ɨ																		
	BREAST	ASH						t	e	n	e-																		
	BREAST	WAP						-ɗ	ɨ	n	ɨɨ																		
	BREAST	RES							-iʔ	n	í	(	m	u	)														
{Melendez 2001}, {Payne} <-íini>	BREAST	ACH						k	u	t	a		ʃ	i															
{Ramirez 2001}, {Payne} <-ini(a)>	BREAST	CUR							-ii	n	i																		
	BREAST	PIA							-ì	n	i-																		
	BREAST	YAV						ts	í	n	i																		
	BRING	PROTO-MAIPURE					a	m	a																				
	BRING	CHA						-m	uʔ	[	m	e	]	(	k	n	e	)											
	BRING	TER	(	n	j	)	a	m	a	[	n	e	]					]											
	BRING	BAU					á	m	o	(	n-							)											
	BRING	IGN					-a	m	a																				
	BRING	PIR	(	h	i	)		m	a	(	p	o	k	a				)											
	BRING	APU						-m	ɨ	[	n	a						]											
	BRING	MAC					-a	m-																					
	BRING	ASH					-a	m-																					
	BROTHER	PROTO-MAIPURE	p	e	r	ɨ	[	p	e					]															
	BROTHER	IGN	-p	a	r	a	[	p	e					]															
	BROTHER	PIR	-p	ɨ	r	ɨ																							
	BROTHER	APU	-p	ɨ	r	ɨ																							
	BROTHER	WAP		-a	ʒ																								
	BROTHER	GAR	-b	i	r	i																							
	BROTHER	PIA	-b	èe	r	i																							
{Aikhenvald 2001}, {Payne} <-peri>	BROTHER	TAR	y	a	ɾ	i	t	u	a																				
	BROTHER	YAV	h	a	ɨ	u	[	h	e	]	(	m	i	)															
	BROTHER-IN-LAW (OF MALE)	PROTO-MAIPURE							a	n	i	[	l			ɨ	]												
	BROTHER-IN-LAW (OF MALE)	WAU	[	p	ɨ	h	]		ɨ	n	e																		
	BROTHER-IN-LAW (OF MALE)	BAU							-a	n	á																		
	BROTHER-IN-LAW (OF MALE)	PIR						h	a	n	ɨ	(	r			ɨ	)												
	BROTHER-IN-LAW (OF MALE)	MAC							a	n	i																		
	BROTHER-IN-LAW (OF MALE)	ASH							a	n	i	(	r			i	)												
	BROTHER-IN-LAW (OF MALE)	PAL							a	n	i	[	r	h	u-		]												
	BROTHER-IN-LAW (OF MALE)	YAV								n	ú	[	l			i	]												
	BUZZARD	PROTO-MAIPURE	t∫	e	m	u																							
	BUZZARD	AMU	ts	eʔ	m																								
	BUZZARD	CHA	ts	e	m	oʔ	[	j	e	]																			
	BUZZARD	GUA	s	a	m	u	[	t		]																			
	CASSAVA, MANIOC	PROTO-MAIPURE	k	a	n	i	[	th	ɨ	]																			
	CASSAVA, MANIOC	CHA	k	i	n	í	[	l	i	]																			
	CASSAVA, MANIOC	PAR	k	é			[	t	e	]																			
	CASSAVA, MANIOC	WAU	-k	e	n	e	(	t	ɨ	)																			
	CASSAVA, MANIOC	PIR	k	a	n		(	r	ɨ	)																			
	CASSAVA, MANIOC	ASH	k	a	n	i	(	r	i	)																			
	CASSAVA, MANIOC	WAP	kh	a	n	ɨ	[	ʒ		]																			
	CASSAVA, MANIOC	PAL	k	i	n	e	(	r	i	)																			
	CASSAVA, MANIOC	GAR	g	ã	h	i																							
	CASSAVA, MANIOC	GUA		á		i																							
	CASSAVA, MANIOC	RES	k	aá	n	i																							
	CASSAVA, MANIOC	CUR	k	ai	n	i																							
	CASSAVA, MANIOC	PIA	k	ái	n	i																							
{Aikhenvald 2001}, {Payne} <a:ʃi>	CASSAVA, MANIOC	TAR		á:	ʃ	i																							
	CAYMAN	PROTO-MAIPURE	k	a	s	i	u	[	k	ɨ	th	ɨ	]	]															
	CAYMAN	CHA	k	a	∫		u					[	n	]															
	CAYMAN	BAU	k	a	h	i		[			r	e		]															
	CAYMAN	IGN	k	a	h	i	u	[			r	e		]															
	CAYMAN	PIR	k		∫	iy	o	[	ç		r	ɨ		]															
	CAYMAN	APU	k	a		i		[	k	ɨ	r	ɨ		]															
	CAYMAN	LOK	k	a	j		o	[	k	o	th	i		]															
	CAYMAN	GUA	k	a	j		ú	[		u	∫	i		]															
	CAYMAN	CAB	k	a:	t∫		u	[			r	i		]															
	CAYMAN	CUR	k	a	t∫			[		i	ʒ	i		]															
	CAYMAN	PIA	k	a	ts		u	[		í	r	i		]															
	CAYMAN	TAR	k	á	s			[		i	r	i		]															
{Schauer 2005}, {Payne} <kahyú>	CAYMAN	YUC	l	á	n	a	w	a	ɾ	u																			
	CHARCOAL	PROTO-MAIPURE								m	e	n		kh	i														
	CHARCOAL	AMU	(	ky	e	ly			)	my	e			∫															
	CHARCOAL	CHA	(	k	a	h	∫	o	)	m	e			k	i														
	CHARCOAL	TER								m	o	ny	í	k	e														
	CHARCOAL	BAU					e			m	o	n	e	s															
	CHARCOAL	IGN					e			m	a	n	i	k	i														
	CHARCOAL	PIR	[	k	s	a	m	o	]	m	e																		
	CHARCOAL	MAC	(	ts	i				)	m	e	n		gy	i	(	t	o	)										
	CHARCOAL	ASH	(	ts	i				)	m	e	n̥		k	i	(	t	o	)										
	CHARCOAL	GUA	(	∫	i				)	m	e			t∫															
	CHARCOAL	CUR	(	t	i	j	e	e	)	m	e																		
	CHEST	PROTO-MAIPURE			t	i	k	u																					
	CHEST	AMU	-a	h	ty																								
	CHEST	CHA			t	ú	ʔ	u	[	l	u						]												
	CHEST	PAR			t	i	k	o	(	l	a-						)												
	CHEST	WAU			-ts	i	t∫	u																					
	CHEST	TER			∫	â	ʔ	a	(	-k	u-						)												
	CHEST	BAU			t∫	a	k	o	(	-k	i						)												
	CHEST	PIR			-t∫		k		[	e	t	e					]												
	CHEST	APU			-t	i	k		[	a	k	o					]												
	CHEST	ASH			t	i	k		(	a	r	o-					)												
	CHEST	WAP			ɗ	u	kh	u	[	d	iʔ						]												
	CHEST	PAL			-d	ú	k	u																					
	CHEST	RES				óʔ	k	ó	[	t	á	a	p	í	g	ú	]												
	CHEST	ACH					-k	ú	[	t	a						]												
	CHEST	CAB				u	kh	u																					
	CHEST	CUR					-k	o	[	d	a						]												
	CHEST	PIA				ù	k	u	[	t	a						]												
	CHEST	TAR					-k	u	[	d	a						]												
	CHEST	YUC				-iʔi	k	ú																					
	CHEST	YAV			t			u	(	ts	i						)												
	CHIGOE FLEA	PROTO-MAIPURE					i	d	i	t	u																		
	CHIGOE FLEA	CHA						-s	u	t∫	i																		
	CHIGOE FLEA	BAU						t	i	t																			
	CHIGOE FLEA	IGN						s	i	t	u	[	r	e	]														
	CHIGOE FLEA	RES					i	tsh	íi	t	ó																		
	CHIGOE FLEA	ACH					i	∫	i	t	u																		
	CHIGOE FLEA	CUR					ii	t	i	t	o																		
	CHIGOE FLEA	PIA					i	s	í	d	u																		
	CHIGOE FLEA	TAR					i	s	i	t	ú																		
	CHIGOE FLEA	YUC					i	h	i	t	ú																		
	CHIGOE FLEA	YAV	[	k	é	]				ts	u	[	ɬ	i	]														
	CUT	PROTO-MAIPURE		t	u	[	k	a	]																				
	CUT	CHA		-t	o					[	s-			]															
	CUT	PAR	i	tj	o	[	k	a	]																				
	CUT	WAU		t	u	[	k-		]																				
	CUT	TER	i	∫	ú	[	ʔ	o	]	(	k	o		)															
	CUT	IGN	-é	-t	u					(	k	a		)															
	CUT	MAC		t∫	o-																								
	CUT	ASH		-t	o-																								
	CUT	WAP		ɗ	u	[	kh-		]																				
	CUT	RES		t	u					[			u-	]															
{Aikhenvald 2001}, {Payne} <tu[tú]>	CUT	TAR	d	i	p	i	s	a																					
	CUT	YAV		ts	iu	[	k	a	]																				
	CLAW	PROTO-MAIPURE	s	eu	t	a																							
	CLAW	AMU	-∫	e:	t∫		(	e	h	p	)																		
	CLAW	CHA	s		t	o																							
	CLAW	PIR	s	ewa	t	a																							
	CLAW	APU	-s	oo	t	a																							
	CLAW	MAC	∫	a	t	a-																							
	CLAW	ASH	sj	e	t	a-																							
	CLAW	RES	-h	iʔ	t	á	[	v	i		]																		
	CLAW	CUR	-ts	o	t	a																							
	CLAW	YAV	ts	ú	l	a	[	w	i		]																		
	CLAW2	PROTO-MAIPURE				h	u	b	a																				
	CLAW2	TER				hj	î	p	o-																				
	CLAW2	BAU				-t	í	p																					
	CLAW2	IGN				-h	î	p	a	(	ñ	a		)															
	CLAW2	WAP						ɓ	a	[	r	e		]															
	CLAW2	GAR					ú	b	a	[	r	a		]															
	CLAW2	LOK						b	a	[	d	a		]-															
	CLAW2	GUA	-(	a	)			p	á	[	t	oʔ	u	]															
	CLAW2	ACH				-j	ú	b	a	[	w	i	s	]															
{Epps}, {Payne} <ʔiupa>	CLAW2	CAB					uʔ	p	a																				
	CLAW2	PIA					-ú	b	a																				
	CLAW2	TAR					-a	p	a	[	d	a		]															
	CLAW2	YUC				-h	uʔu	p	a																				
	COATI	PROTO-MAIPURE	kh	a	h	p	e	d	i																				
	COATI	CHA	k	a	h	p	i	∫	i																				
	COATI	PAR	k	á	h		i																						
	COATI	WAU	k	a	p		i																						
	COATI	IGN	k	a	p		e	h	i																				
	COATI	PIR	k	a	p			∫	i																				
	COATI	APU	k	a	p		í	∫	i																				
	COATI	MAC	k	a	p		e	∫	i																				
	COATI	ASH	k	a	p		e	sj	i																				
	COATI	LOK	kh	i	b		i	h	i																				
	COATI	RES	k	a	p		ií	tsh	i																				
	COATI	PIA	k	a	p		ì	s	i																				
	COATI	TAR	k	a	p		i	s	i																				
	COLD	PROTO-MAIPURE					k	i	p	a																			
	COLD	PAR					t	í	h	a																			
	COLD	PAL	(	k	)	i	s	e	p	e																			
	COLD	RES					h	iʔ	p	íiʔ																			
	COLD	CUR					h	a	p	e-																			
	COLD	TAR					h	a	p	é-																			
	COLD	YUC						i	p	eʔe	(	n	í	)															
	COLD	YAV					k	a	h	á	(	t	e	)															
	COLD2	PROTO-MAIPURE	k	a	t∫	ɨ	n		k	a																			
	COLD2	WAU	k	a	t	ɨ		(	k	a-	)																		
	COLD2	PIR	k	a	t∫	i			k-																				
	COLD2	APU	k	a	t∫	ĩ			k	a		(	r	i	)														
	COLD2	MAC	k	a	ts	i	n		g	a-																			
	COLD2	ASH	k	a	ts	i	n̥		k	a-																			
	COME	PROTO-MAIPURE		p	u	[	k	a	]																				
	COME	AMU	a	p		[		a	]																				
	COME	TER		-p	u					[	h	i	]																
	COME	BAU		-p	i	[	k	o	]	(	w		)																
	COME	PIR	-a	p	o	[	k	a	]																				
	COME	APU	-a	p	o	[	k	a	]																				
	COME	MAC		-p	o	[	k-		]																				
	COME	ASH		p	o	[	k-		]																				
	COME	GAR	ɨ	b	u					(	i		)																
	CORN, MAIZE	PROTO-MAIPURE		m	a	r	i	k	ɨ																				
	CORN, MAIZE	WAU		m	a		i	k	i																				
	CORN, MAIZE	IGN	a	m	a			k	i																				
	CORN, MAIZE	WAP		m	a	ʒ	i	kh																					
	CORN, MAIZE	PAL		m	á		j	k	i																				
	CORN, MAIZE	GAR		m	á	r	i	s	i																				
	CORN, MAIZE	LOK		m	a	r	i	s	i																				
	CORN, MAIZE	GUA		m	á		i	kk	ɨ																				
